id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,Action,Adventure,Fantasy
88,Mike Mitchell,93,Jon Hamm,Kathy Griffin,238371987,Shrek Forever After,138661,Mary Kay Place,http://www.imdb.com/title/tt0892791/,tt0892791,173,English,USA,PG,165000000,2010,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg,0,0,1
89,Brad Bird,130,Judy Greer,Chris Bauer,93417865,Tomorrowland,128306,Thomas Robinson,http://www.imdb.com/title/tt1964418/,tt1964418,497,English,USA,PG,190000000,2015,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDc5MjAyNF5BMl5BanBnXkFtZTgwMzU5Mzk1NjE@._V1_SX300.jpg,0,0,1
90,Don Hall,102,Damon Wayans Jr.,Daniel Henney,222487711,Big Hero 6,279093,Abraham Benrubi,http://www.imdb.com/title/tt2245084/,tt2245084,433,English,USA,PG,165000000,2014,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg,0,0,1
91,Rich Moore,101,Jack McBrayer,Sarah Silverman,189412677,Wreck-It Ralph,272534,Joe Lo Truglio,http://www.imdb.com/title/tt1772341/,tt1772341,345,English,USA,PG,165000000,2012,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,0,0,1
92,Robert Zemeckis,100,Tom Hanks,Eddie Deezen,665426,The Polar Express,120798,Peter Scolari,http://www.imdb.com/title/tt0338348/,tt0338348,444,English,USA,G,165000000,2004,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_SX300.jpg,0,0,1
93,Roland Emmerich,120,Vivica A. Fox,Sela Ward,102315545,Independence Day: Resurgence,58137,Judd Hirsch,http://www.imdb.com/title/tt1628841/,tt1628841,520,English,USA,PG-13,165000000,2016,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMTg5MTg4OV5BMl5BanBnXkFtZTgwMzkzMjY5NzE@._V1_SX300.jpg,0,0,1
94,Dean DeBlois,98,Gerard Butler,America Ferrera,217387997,How to Train Your Dragon,485430,Craig Ferguson,http://www.imdb.com/title/tt0892769/,tt0892769,492,English,USA,PG,165000000,2010,8.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX300.jpg,0,0,1
95,Jonathan Mostow,109,Nick Stahl,M.C. Gainey,150350192,Terminator 3: Rise of the Machines,305340,Carolyn Hennesy,http://www.imdb.com/title/tt0181852/,tt0181852,1676,English,USA,R,200000000,2003,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@._V1_SX300.jpg,0,0,1
96,James Gunn,121,Bradley Cooper,Vin Diesel,333130696,Guardians of the Galaxy,682155,Djimon Hounsou,http://www.imdb.com/title/tt2015381/,tt2015381,1097,English,USA,PG-13,170000000,2014,8.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg,0,0,1
97,Christopher Nolan,169,Matthew McConaughey,Anne Hathaway,187991439,Interstellar,928227,Mackenzie Foy,http://www.imdb.com/title/tt0816692/,tt0816692,2725,English,USA,PG-13,165000000,2014,8.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_SX300.jpg,0,0,0
98,Christopher Nolan,148,Leonardo DiCaprio,Tom Hardy,292568851,Inception,1468200,Joseph Gordon-Levitt,http://www.imdb.com/title/tt1375666/,tt1375666,2803,English,USA,PG-13,160000000,2010,8.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX300.jpg,0,0,0
100,Peter Jackson,182,Aidan Turner,Adam Brown,303001229,The Hobbit: An Unexpected Journey,637246,James Nesbitt,http://www.imdb.com/title/tt0903624/,tt0903624,1367,English,USA,PG-13,180000000,2012,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX300.jpg,0,0,0
101,Rob Cohen,106,Paul Walker,Vin Diesel,144512310,The Fast and the Furious,272223,Jordana Brewster,http://www.imdb.com/title/tt0232500/,tt0232500,988,English,USA,PG-13,38000000,2001,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNzlkNzVjMDMtOTdhZC00MGE1LTkxODctMzFmMjkwZmMxZjFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,0
102,David Fincher,166,Brad Pitt,Jason Flemyng,127490802,The Curious Case of Benjamin Button,459346,Julia Ormond,http://www.imdb.com/title/tt0421715/,tt0421715,822,English,USA,PG-13,150000000,2008,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg,0,0,0
110,Alan Taylor,126,J.K. Simmons,Emilia Clarke,89732035,Terminator Genisys,188457,Matt Smith,http://www.imdb.com/title/tt1340138/,tt1340138,867,English,USA,PG-13,155000000,2015,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg,1,1,1
111,Michael Apted,113,Bruce Spence,Shane Rangi,104383624,The Chronicles of Narnia: The Voyage of the Dawn Treader,106446,Laura Brent,http://www.imdb.com/title/tt0980970/,tt0980970,227,English,USA,PG,155000000,2010,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ2MDQzMzExNl5BMl5BanBnXkFtZTcwMTYzOTc5Mw@@._V1_SX300.jpg,1,1,1
112,Michael Bay,184,Jennifer Garner,Jaime King,198539855,Pearl Harbor,254111,Mako,http://www.imdb.com/title/tt0213149/,tt0213149,1999,English,USA,PG-13,140000000,2001,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SX300.jpg,1,1,1
113,Michael Bay,144,Zack Ward,Michael O'Neill,318759914,Transformers,513158,Kevin Dunn,http://www.imdb.com/title/tt0418279/,tt0418279,1782,English,USA,PG-13,150000000,2007,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,1,1
114,Oliver Stone,206,Anthony Hopkins,Angelina Jolie Pitt,34293771,Alexander,138863,Brian Blessed,http://www.imdb.com/title/tt0346491/,tt0346491,1390,English,Germany,R,155000000,2004,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_SX300.jpg,1,1,1
115,David Yates,138,Robert Pattinson,Daniel Radcliffe,292000866,Harry Potter and the Order of the Phoenix,355137,Fiona Shaw,http://www.imdb.com/title/tt0373889/,tt0373889,1108,English,UK,PG-13,150000000,2007,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_SX300.jpg,1,1,1
116,Mike Newell,157,Robert Pattinson,Daniel Radcliffe,289994397,Harry Potter and the Goblet of Fire,385670,Rupert Grint,http://www.imdb.com/title/tt0330373/,tt0330373,1896,English,UK,PG-13,150000000,2005,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_SX300.jpg,1,1,1
117,Peter Berg,102,Will Smith,Charlize Theron,227946274,Hancock,343648,Eddie Marsan,http://www.imdb.com/title/tt0448157/,tt0448157,590,English,USA,PG-13,150000000,2008,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg,0,1,0
118,Francis Lawrence,104,Will Smith,Alice Braga,256386216,I Am Legend,530870,Willow Smith,http://www.imdb.com/title/tt0480249/,tt0480249,1413,English,USA,PG-13,150000000,2007,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,1,0
119,Tim Burton,115,Johnny Depp,Christopher Lee,206456431,Charlie and the Chocolate Factory,320284,David Kelly,http://www.imdb.com/title/tt0367594/,tt0367594,1361,English,USA,PG,150000000,2005,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_SX300.jpg,0,1,0
120,Brad Bird,111,Janeane Garofalo,John Ratzenberger,206435493,Ratatouille,473887,Brian Dennehy,http://www.imdb.com/title/tt0382932/,tt0382932,626,English,USA,G,150000000,2007,8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg,0,1,0
121,Christopher Nolan,128,Christian Bale,Liam Neeson,205343774,Batman Begins,980946,Morgan Freeman,http://www.imdb.com/title/tt0372784/,tt0372784,2685,English,USA,PG-13,150000000,2005,8.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_SX300.jpg,0,1,0
122,Eric Darnell,89,Bernie Mac,Jada Pinkett Smith,179982968,Madagascar: Escape 2 Africa,146019,Cedric the Entertainer,http://www.imdb.com/title/tt0479952/,tt0479952,119,English,USA,PG,150000000,2008,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_SX300.jpg,0,1,0
123,Shawn Levy,105,Robin Williams,Rami Malek,177243721,Night at the Museum: Battle of the Smithsonian,130272,Steve Coogan,http://www.imdb.com/title/tt1078912/,tt1078912,209,English,USA,PG,150000000,2009,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMzc0MzM3MF5BMl5BanBnXkFtZTcwNjUzODkyMg@@._V1_SX300.jpg,0,1,0
124,Gavin Hood,119,Hugh Jackman,Ryan Reynolds,179883016,X-Men Origins: Wolverine,361924,Dominic Monaghan,http://www.imdb.com/title/tt0458525/,tt0458525,641,English,USA,PG-13,150000000,2009,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,1,0,0
125,Lana Wachowski,129,Essie Davis,Collin Chou,139259759,The Matrix Revolutions,364948,Nona Gaye,http://www.imdb.com/title/tt0242653/,tt0242653,2121,English,Australia,R,150000000,2003,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MjM3NTE1Ml5BMl5BanBnXkFtZTYwODM4MDg3._V1_SX300.jpg,1,0,0
126,Chris Buck,102,Josh Gad,Maurice LaMarche,400736600,Frozen,421658,Livvy Stubenrauch,http://www.imdb.com/title/tt2294629/,tt2294629,904,English,USA,PG,150000000,2013,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg,1,0,0
127,Lana Wachowski,138,Steve Bastoni,Daniel Bernhardt,281492479,The Matrix Reloaded,421818,Helmut Bakaitis,http://www.imdb.com/title/tt0234215/,tt0234215,2789,English,USA,R,150000000,2003,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0NDM5MDY2OF5BMl5BanBnXkFtZTcwNzg5OTEzMw@@._V1_SX300.jpg,1,0,0
128,Alan Taylor,112,Chris Hemsworth,Natalie Portman,206360018,Thor: The Dark World,414070,Anthony Hopkins,http://www.imdb.com/title/tt1981115/,tt1981115,532,English,USA,PG-13,170000000,2013,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,1,0,0
129,George Miller,120,Tom Hardy,Charlize Theron,153629485,Mad Max: Fury Road,552503,Zoë Kravitz,http://www.imdb.com/title/tt1392190/,tt1392190,1588,English,Australia,R,150000000,2015,8.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMTE0ODcxNF5BMl5BanBnXkFtZTgwODE4NDQzNTE@._V1_SX300.jpg,1,0,0
130,Ron Howard,146,Tom Hanks,Ayelet Zurer,133375846,Angels & Demons,207839,Armin Mueller-Stahl,http://www.imdb.com/title/tt0808151/,tt0808151,435,English,USA,PG-13,150000000,2009,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,1,0,0
131,Kenneth Branagh,115,Chris Hemsworth,Natalie Portman,181015141,Thor,536314,Anthony Hopkins,http://www.imdb.com/title/tt0800369/,tt0800369,738,English,USA,PG-13,150000000,2011,7,https://images-na.ssl-images-amazon.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_SX300.jpg,1,1,0
132,Byron Howard,96,Chloë Grace Moretz,Diedrich Bader,114053579,Bolt,146766,James Lipton,http://www.imdb.com/title/tt0397892/,tt0397892,178,English,USA,PG,150000000,2008,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_SX300.jpg,1,1,1
133,Hoyt Yeatman,88,Kelli Garner,Piper Mackenzie Harris,119420252,G-Force,33042,Niecy Nash,http://www.imdb.com/title/tt0436339/,tt0436339,90,English,USA,PG,150000000,2009,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NTY3MzY2MV5BMl5BanBnXkFtZTcwMDQ1NTM2Mg@@._V1_SX300.jpg,1,1,1
134,Jonathan Liebesman,99,Liam Neeson,Edgar Ramírez,83640426,Wrath of the Titans,152826,Lily James,http://www.imdb.com/title/tt1646987/,tt1646987,253,English,USA,PG-13,150000000,2012,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,1,1,1
135,Tim Burton,113,Johnny Depp,Chloë Grace Moretz,79711678,Dark Shadows,199039,Christopher Lee,http://www.imdb.com/title/tt1077368/,tt1077368,479,English,USA,PG-13,100000000,2012,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjc0NzAyMzI1MF5BMl5BanBnXkFtZTcwMTE0NDQ1Nw@@._V1_SX300.jpg,1,1,0
136,Christopher McQuarrie,131,Tom Cruise,Jeremy Renner,195000874,Mission: Impossible - Rogue Nation,232187,Sean Harris,http://www.imdb.com/title/tt2381249/,tt2381249,440,English,China,PG-13,150000000,2015,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg,1,1,0
137,Joe Johnston,119,Anthony Hopkins,Simon Merrells,61937495,The Wolfman,89442,Art Malik,http://www.imdb.com/title/tt0780653/,tt0780653,432,English,USA,R,150000000,2010,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BOTUyODEyMDIyM15BMl5BanBnXkFtZTcwNTYxMzg5Mg@@._V1_SX300.jpg,1,1,0
139,Steve Hickner,91,Matthew Broderick,Oprah Winfrey,126597121,Bee Movie,105902,Rip Torn,http://www.imdb.com/title/tt0389790/,tt0389790,206,English,USA,PG,150000000,2007,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_SX300.jpg,1,0,0
140,Jennifer Yuh Nelson,90,Angelina Jolie Pitt,Gary Oldman,165230261,Kung Fu Panda 2,182718,Mike Bell,http://www.imdb.com/title/tt1302011/,tt1302011,209,English,USA,PG,150000000,2011,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg,1,0,0
141,M. Night Shyamalan,103,Seychelle Gabriel,Noah Ringer,131564731,The Last Airbender,118951,Aasif Mandvi,http://www.imdb.com/title/tt0938283/,tt0938283,1382,English,USA,PG,150000000,2010,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_SX300.jpg,1,0,0
142,J.J. Abrams,124,Philip Seymour Hoffman,Tom Cruise,133382309,Mission: Impossible III,256695,Eddie Marsan,http://www.imdb.com/title/tt0317919/,tt0317919,871,English,USA,PG-13,150000000,2006,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1,0,0
143,Roland Emmerich,131,Channing Tatum,Jake Weber,73103784,White House Down,164238,Matt Craven,http://www.imdb.com/title/tt2334879/,tt2334879,434,English,USA,PG-13,150000000,2013,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyNzQyNTcwNjVeQTJeQWpwZ15BbWU3MDAwOTQ4Nzk@._V1_SX300.jpg,1,0,0
144,Simon Wells,88,Elisabeth Harnois,Dan Fogler,21379315,Mars Needs Moms,17590,Tom Everett Scott,http://www.imdb.com/title/tt1305591/,tt1305591,112,English,USA,PG,150000000,2011,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1_SX300.jpg,1,0,0
145,David Bowers,85,Hugh Jackman,Kate Winslet,64459316,Flushed Away,85086,David Suchet,http://www.imdb.com/title/tt0424095/,tt0424095,122,English,UK,PG,149000000,2006,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,1,0,0
146,Joe Wright,111,Hugh Jackman,Cara Delevingne,34964818,Pan,39956,Nonso Anozie,http://www.imdb.com/title/tt3332064/,tt3332064,186,English,USA,PG,150000000,2015,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,1,0,0
147,Rob Minkoff,92,Ty Burrell,Zach Callison,111505642,Mr. Peabody & Sherman,47900,Karan Brar,http://www.imdb.com/title/tt0864835/,tt0864835,130,English,USA,PG,145000000,2014,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzM0NzcwN15BMl5BanBnXkFtZTgwNzk1MjMzMTE@._V1_SX300.jpg,1,0,0
148,Wolfgang Petersen,196,Brad Pitt,Orlando Bloom,133228348,Troy,381672,Julian Glover,http://www.imdb.com/title/tt0332452/,tt0332452,1694,English,USA,R,175000000,2004,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,1,1,0
149,Eric Darnell,93,Jada Pinkett Smith,Martin Short,216366733,Madagascar 3: Europe's Most Wanted,119213,Cedric the Entertainer,http://www.imdb.com/title/tt1277953/,tt1277953,154,English,USA,PG,145000000,2012,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_SX300.jpg,1,1,0
150,Lee Tamahori,133,Toby Stephens,Colin Salmon,160201106,Die Another Day,169914,Rick Yune,http://www.imdb.com/title/tt0246460/,tt0246460,1185,English,UK,PG-13,142000000,2002,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BODNkYmIwYTMtYzdhNy00YWE3LThkYmEtNzA5ZTE5YmVjYzZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,1,1,0
151,Paul Feig,116,Ed Begley Jr.,Kate McKinnon,118099659,Ghostbusters,69757,Zach Woods,http://www.imdb.com/title/tt1289401/,tt1289401,1211,English,USA,PG-13,144000000,2016,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTM4NTM4NV5BMl5BanBnXkFtZTgwOTI3NDc0OTE@._V1_SX300.jpg,1,1,0
152,Michael Bay,153,Bruce Willis,Steve Buscemi,201573391,Armageddon,322395,Will Patton,http://www.imdb.com/title/tt0120591/,tt0120591,1171,English,USA,PG-13,140000000,1998,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMGM0NzE2YjgtZGQ4YS00MmY3LTg4ZDMtYjUwNTNiNTJhNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,1,0
153,Barry Sonnenfeld,88,Will Smith,Rosario Dawson,190418803,Men in Black II,270207,Rip Torn,http://www.imdb.com/title/tt0120912/,tt0120912,606,English,USA,PG-13,140000000,2002,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_SX300.jpg,1,1,0
154,Robert Zemeckis,115,Robin Wright,Anthony Hopkins,82161969,Beowulf,142440,Sebastian Roché,http://www.imdb.com/title/tt0442933/,tt0442933,505,English,USA,PG-13,150000000,2007,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMjM0MTc3MF5BMl5BanBnXkFtZTcwNzU0ODMyMw@@._V1_SX300.jpg,1,1,0
155,Alessandro Carloni,95,J.K. Simmons,Angelina Jolie Pitt,143523463,Kung Fu Panda 3,64322,Wayne Knight,http://www.imdb.com/title/tt2267968/,tt2267968,145,English,USA,PG,145000000,2016,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,0,0,1
156,Brad Bird,133,Tom Cruise,Jeremy Renner,209364921,Mission: Impossible - Ghost Protocol,365104,Michael Nyqvist,http://www.imdb.com/title/tt1229238/,tt1229238,512,English,USA,PG-13,145000000,2011,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_SX300.jpg,0,0,1
157,Peter Ramsey,97,Hugh Jackman,Kamil McFadden,103400692,Rise of the Guardians,123553,Khamani Griffin,http://www.imdb.com/title/tt1446192/,tt1446192,174,English,USA,PG,145000000,2012,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg,0,0,1
158,Dean Parisot,90,John Michael Higgins,Richard Burgi,110332737,Fun with Dick and Jane,110788,David Herman,http://www.imdb.com/title/tt0369441/,tt0369441,258,English,USA,PG-13,100000000,2005,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJiMWFiNzgtMDQxZi00NTFiLWE2YjMtNTA5NzY5YzQxZjNjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,0,0,1
159,Edward Zwick,154,Tom Cruise,Tony Goldwyn,111110575,The Last Samurai,317166,Chad Lindberg,http://www.imdb.com/title/tt0325710/,tt0325710,928,English,USA,R,140000000,2003,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg,0,0,1
160,Ridley Scott,150,Christian Bale,María Valverde,65007045,Exodus: Gods and Kings,128682,Ben Mendelsohn,http://www.imdb.com/title/tt1528100/,tt1528100,657,English,UK,PG-13,140000000,2014,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,0,0,1
161,J.J. Abrams,127,Chris Hemsworth,Leonard Nimoy,257704099,Star Trek,504419,Bruce Greenwood,http://www.imdb.com/title/tt0796366/,tt0796366,1559,English,USA,PG-13,150000000,2009,8,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX300.jpg,0,0,1
162,Sam Raimi,121,J.K. Simmons,James Franco,403706375,Spider-Man,544665,Kirsten Dunst,http://www.imdb.com/title/tt0145487/,tt0145487,2012,English,USA,PG-13,139000000,2002,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,0,0,1
163,Dean DeBlois,102,Gerard Butler,Djimon Hounsou,176997107,How to Train Your Dragon 2,221128,America Ferrera,http://www.imdb.com/title/tt1646971/,tt1646971,343,English,USA,PG,145000000,2014,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,0,0,1
164,Alex Proyas,126,Gerard Butler,Elodie Yung,31141074,Gods of Egypt,51892,Bryan Brown,http://www.imdb.com/title/tt2404233/,tt2404233,273,English,USA,PG-13,140000000,2016,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_SX300.jpg,0,0,1
165,Rob Cohen,121,Sam Shepard,Joe Morton,31704416,Stealth,45455,Richard Roxburgh,http://www.imdb.com/title/tt0382992/,tt0382992,388,English,USA,PG-13,135000000,2005,5,https://images-na.ssl-images-amazon.com/images/M/MV5BNzMzNTY0NTYwOV5BMl5BanBnXkFtZTcwMTExNjgyMQ@@._V1_SX300.jpg,0,0,1
166,Zack Snyder,215,Matt Frewer,Billy Crudup,107503316,Watchmen,392474,Stephen McHattie,http://www.imdb.com/title/tt0409459/,tt0409459,1229,English,USA,R,130000000,2009,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,1
167,Richard Donner,127,Jet Li,Rene Russo,129734803,Lethal Weapon 4,127497,Darlene Love,http://www.imdb.com/title/tt0122151/,tt0122151,287,English,USA,R,140000000,1998,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYmU2YTYwYmUtMTYzOC00YzJmLTk1NDktMzU4YzA3Njc1ZmY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,1,1
