id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
1592,Tom Vaughan,106,Harrison Ford,Brendan Fraser,11854694,Extraordinary Measures,14281,Alan Ruck,http://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,64,English,USA,PG,31000000,2010,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTÖNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1593,Boaz Yakin,120,Ryan Gosling,Denzel Washington,115648585,Remember the Titans,160776,Ethan Suplee,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,402,English,USA,PG,30000000,2000,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BY2Y5NWVjMmQtMWRmOC00ZTg3LWI3YWQtZGI2MWUwNWQ4OWQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1594,John McTiernan,135,Scott Glenn,Jeffrey Jones,122012643,The Hunt for Red October,143696,Courtney B. Vance,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,241,English,USA,PG,30000000,1990,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2NDY3MjkyMF5BMl5BanBnXkFtZTcwMDM5Nzg5OQ@@._V1_SX50.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,Lee Daniels,132,Alex Pettyfer,David Oyelowo,116631310,Lee Daniels' The Butler,87665,Vanessa Redgrave,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,323,English,USA,PG-13,30000000,2013,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1596,Rawson Marshall Thurber,92,Gary Cole,Stephen Root,114324072,Dodgeball: A True Underdog Story,185338,Joel David Moore,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,392,English,USA,PG-13,20000000,2004,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BODc1NmY0MDUtNjUzNS00ODdhLWJlN2ItMTgwZjczZjI0MDkyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1597,Barry Sonnenfeld,99,Anjelica Huston,Raul Julia,113502246,The Addams Family,96607,Carel Struycken,http://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,125,English,USA,PG-13,38000000,1991,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,Steve Oedekerk,90,Bruce Spence,Bob Gunton,108360000,Ace Ventura: When Nature Calls,160321,Sophie Okonedo,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,178,English,USA,PG-13,30000000,1995,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwYjEwMzEtZTZmMi00ZGÖMDAzNDVkNjZmM2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,Garry Marshall,111,Anne Hathaway,Hector Elizondo,108244774,The Princess Diaries,94049,Heather Matarazzo,http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,301,English,USA,G,37000000,2001,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMzAwZTA3Y2UtMWVlMi00ZmNiLTkzZjAtYjA2YzBhMGMyYzQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,Hugh Wilson,103,Stockard Channing,Elizabeth Berkley,105444419,The First Wives Club,31817,Stephen Collins,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,117,English,USA,PG,26000000,1996,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,David Fincher,127,Morgan Freeman,Brad Pitt,100125340,Se7en,1023511,Reg E. Cathey,http://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,1080,English,USA,R,33000000,1995,8.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1602,Neill Blomkamp,112,Sharlto Copley,Jed Brophy,115646235,District 9,531737,Jason Cope,http://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,1262,English,South Africa,R,30000000,2009,8,https://images-na.ssl-images-amazon.com/images/M/MV5BZjM5YjI0NmQtOTk4OS00NTNiLThkNzQtNTZlNGE4Y2VmNmU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Stephen Hillenburg,87,Scarlett Johansson,Bill Fagerbakke,85416609,The SpongeBob SquarePants Movie,58906,Rodger Bumpass,http://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,186,English,USA,PG,30000000,2004,7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX50.jpg,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,Clint Eastwood,138,John Doman,Spencer Treat Clark,90135191,Mystic River,338415,Tom Guiry,http://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,935,English,USA,R,25000000,2003,8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX50.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1605,Clint Eastwood,132,Clint Eastwood,Morgan Freeman,100422786,Million Dollar Baby,482064,Mike Colter,http://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,1106,English,USA,PG-13,30000000,2004,8.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNTIzNjQ5OTMtM2U2NS00YTNkLWIzMmYtOTcyOTA5MDU0YTdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1606,Harold Ramis,103,Robert De Niro,Chazz Palminteri,106694016,Analyze This,123940,Molly Shannon,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,337,English,USA,R,30000000,1999,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1607,Nick Cassavetes,123,Ryan Gosling,Kevin Connolly,64286,The Notebook,396396,Gena Rowlands,http://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,1111,English,USA,PG-13,29000000,2004,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMzI5OTM0OTg2MF5BMl5BanBnXkFtZTcwNjAyMTU1MQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1608,Anne Fletcher,111,Judy Greer,Bern Cohen,76806312,27 Dresses,124501,Yetta Gottesman,http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,154,English,USA,PG-13,30000000,2008,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,Peter Chelsom,102,Emily Osment,Vanessa Williams,79566871,Hannah Montana: The Movie,31760,Moises Arias,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,140,English,USA,G,30000000,2009,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BM2E0ZjhkM2YtZjNjMy00YjÖNDEwZThkM2VmMDU5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1610,Stig Bergqvist,78,Elizabeth Daily,Casey Kasem,76501438,Rugrats in Paris: The Movie,8146,Debbie Reynolds,http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,49,English,Germany,G,30000000,2000,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BZDBiNTk1NzYtOTgxMS00YWÖMTRkMTY5ZjE5YzllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX50.jpg,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,Barbra Streisand,132,George Carlin,Blythe Danner,74787599,The Prince of Tides,12549,Melinda Dillon,http://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,109,English,USA,R,30000000,1991,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1612,Edward Zwick,133,Anthony Hopkins,Brad Pitt,66528842,Legends of the Fall,112175,Julia Ormond,http://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,329,English,USA,R,30000000,1994,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxOTAyNjEzNV5BMl5BanBnXkFtZTcwMTAxMDAwMQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1613,Jason Reitman,108,J.K. Simmons,Anna Kendrick,83813460,Up in the Air,270238,Chris Lowell,http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,452,English,USA,R,25000000,2009,7.4,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanÖ._CR43,43.16667175292969,1298,1960.9999542236328_SX89_AL_.jpg_V1_SX50.jpg",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1614,Alexander Payne,125,Hope Davis,June Squibb,65010106,About Schmidt,107557,Howard Hesseman,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,612,English,USA,R,30000000,2002,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1615,Jonathan Levine,98,Cory Hardrict,Vincent Leclerc,66359959,Warm Bodies,184641,Daniel Rindress-Kay,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,326,English,USA,PG-13,35000000,2013,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNzNmODQ5N2QtMzEwMy00MjRmLWE1MzEtZmUyZmQ3ZmIzYmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1616,Rian Johnson,119,Joseph Gordon-Levitt,Bruce Willis,66468315,Looper,428916,Tracie Thoms,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,667,English,USA,R,30000000,2012,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX50.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1617,Chris Weitz,87,Chazz Palminteri,Mark Addy,64172251,Down to Earth,19079,Wanda Sykes,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,122,English,USA,PG-13,30000000,2001,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX50.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,Chris Noonan,91,Miriam Margolyes,Christine Cavanaugh,66600000,Babe,94435,Roscoe Lee Browne,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,182,English,Australia,G,30000000,1995,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1619,David Frankel,100,Meryl Streep,Steve Carell,63536011,Hope Springs,34258,Jean Smart,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,178,English,USA,PG-13,30000000,2012,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjIyMTYwOV5BMl5BanBnXkFtZTcwMTA2MDU1MQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1620,Nicholas Stoller,118,Mila Kunis,Jack McBrayer,62877175,Forgetting Sarah Marshall,217507,Maria Thayer,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,325,English,USA,R,30000000,2008,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NzM3Njg2NV5BMl5BanBnXkFtZTcwNjU4NDczMw@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1621,Unknown,44,Zach Gilford,Aimee Teegarden,-1,Friday Night Lights,42746,Scott Porter,http://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,257,English,USA,TV-14,-1,1900,8.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNTc1Nzk1N15BMl5BanBnXkFtZTcwNjE4OTI2MQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1622,John Singleton,109,Josh Charles,Tony Nappo,74484168,Four Brothers,109894,Fionnula Flanagan,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,340,English,USA,R,45000000,2005,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNjFkMjViY2YtZDY2Ny00NjQ3LTlmZmItYjM0NTY5YmFiMDFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1623,Michael McCullers,99,Tina Fey,Amy Poehler,60269340,Baby Mama,34079,Romany Malco,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,97,English,USA,PG-13,30000000,2008,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNTg2OTUwN15BMl5BanBnXkFtZTgwNzEzMzg5MTI@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,Forest Whitaker,114,Bill Cobbs,Harry Connick Jr.,60033780,Hope Floats,18973,Gena Rowlands,http://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,162,English,USA,PG-13,30000000,1998,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MTE2MDk2MF5BMl5BanBnXkFtZTYwMzg0NTc2._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1625,Gary Winick,89,Anne Hathaway,Steve Howey,58715510,Bride Wars,79094,Candice Bergen,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,129,English,USA,PG,30000000,2009,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MTI3ODEwNF5BMl5BanBnXkFtZTcwOTA4NDUyMQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,Steven Brill,95,Antony Starr,Scott Adsit,58156435,Without a Paddle,37479,Bonnie Somerville,http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,152,English,USA,PG-13,19000000,2004,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX50.jpg,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,Gary Winick,98,Jennifer Garner,Judy Greer,56044241,13 Going on 30,122187,Christa B. Allen,http://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,339,English,USA,PG-13,37000000,2004,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NjAxMDUzN15BMl5BanBnXkFtZTgwOTE5NDM3MDE@._V1_SX50.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,Woody Allen,94,Kurt Fuller,Audrey Fleurot,56816662,Midnight in Paris,301149,Nina Arianda,http://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,509,English,Spain,PG-13,17000000,2011,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5ODQwNzIxNV5BMl5BanBnXkFtZTYwNzAyMDE3._V1_SX50.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,Peter Lepeniotis,85,Liam Neeson,Brendan Fraser,64238770,The Nut Job,19547,Sarah Gadon,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,64,English,Canada,PG,42000000,2014,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDMxMDkwNV5BMl5BanBnXkFtZTcwMDQ0NzcyMQ@@._V1_SX50.jpg,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,Ted Demme,124,Johnny Depp,Ethan Suplee,52937130,Blow,198066,Jordi Moll√†,http://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,426,English,USA,R,30000000,2001,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZTE2NTE0YmYtNTE3YS00NzFmLWJmMDMtZWQ5Njg5NDBmNTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1631,Luis Mandoki,131,Robin Wright,John Savage,52799004,Message in a Bottle,28942,Raphael Sbarge,http://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,223,English,USA,PG-13,55000000,1999,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNDYzNjUxNV5BMl5BanBnXkFtZTYwODM4Njk2._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1632,William Shatner,107,Leonard Nimoy,Nichelle Nichols,55210049,Star Trek V: The Final Frontier,43743,Walter Koenig,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,293,English,USA,PG,27800000,1989,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,John Schultz,99,Brenda Song,Robert Forster,51432423,Like Mike,15074,Anne Meara,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,72,English,USA,PG,30000000,2002,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwMTYzOTIwM15BMl5BanBnXkFtZTcwODY5MDg0NA@@._V1_SX50.jpg,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1634,Peter Segal,83,George Kennedy,Fred Ward,51109400,Naked Gun 33 1/3: The Final Insult,76850,Priscilla Presley,http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,85,English,USA,PG-13,30000000,1994,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NzIwNTM1NV5BMl5BanBnXkFtZTcwMDA1NzkyMw@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1635,John Glen,131,Patrick Macnee,Alison Doody,50300000,A View to a Kill,68565,Tanya Roberts,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,300,English,UK,PG,30000000,1985,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2MDg4MjI5NV5BMl5BanBnXkFtZTcwMzQ0MDczMw@@._V1_SX50.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,Steve Box,85,Mark Gatiss,Geraldine McEwan,56068547,The Curse of the Were-Rabbit,98160,Peter Sallis,http://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,307,English,UK,G,30000000,2005,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NDA2MTQwM15BMl5BanBnXkFtZTcwMzYxNDcyMQ@@._V1_SX50.jpg,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Richard LaGravenese,126,Gerard Butler,Harry Connick Jr.,53680848,P.S. I Love You,167967,Nellie McKay,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243,English,USA,PG-13,30000000,2007,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0ODc2Mzg1Nl5BMl5BanBnXkFtZTcwMTg4MDU1MQ@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1638,Frederik Du Chau,102,Bruce Greenwood,Frankie Muniz,49186871,Racing Stripes,12570,M. Emmet Walsh,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,86,English,USA,PG,-1,2005,5.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX50.jpg,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1639,Joe Wright,123,Benedict Cumberbatch,Alfie Allen,50921738,Atonement,192930,Brenda Blethyn,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,581,English,UK,R,30000000,2007,7.8,https://images-na.ssl-images-amazon.com/images/M/MV5BYjZjZDU1OWItNjQ2YS00MGY4LWE0ODgtODlkMzU3ZjlmODkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX50.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1640,Gary Winick,105,Vanessa Redgrave,Marcia DeBonis,53021560,Letters to Juliet,74630,Luisa Ranieri,http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,156,English,USA,PG,30000000,2010,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMzYwNjQ3OF5BMl5BanBnXkFtZTcwNzczNDMxNw@@._V1_SX50.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1641,Ridley Scott,125,Stephen Root,Ken Takakura,45645204,Black Rain,39306,Kate Capshaw,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,119,English,USA,R,30000000,1989,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_SX50.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1642,Bobby Farrelly,92,Kate Upton,Larry David,44328238,The Three Stooges,25484,Sean Hayes,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,189,English,USA,PG,-1,2012,5.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MDY4OTE1N15BMl5BanBnXkFtZTcwOTI5OTMzMQ@@._V1_SX50.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,Tim Burton,77,Johnny Depp,Christopher Lee,53337608,Corpse Bride,188785,Joanna Lumley,http://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,467,English,USA,PG,40000000,2005,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_SX50.jpg,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1644,James Gartner,118,Mehcad Brooks,Austin Nichols,42643187,Glory Road,34910,Derek Luke,http://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,145,English,USA,PG,-1,2006,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX50.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1645,Denis Villeneuve,121,Edgar Arreola,Bernardo Saracino,46875468,Sicario,196217,Daniel Kaluuya,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,461,English,USA,R,30000000,2015,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_SX50.jpg,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
