id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
607,James Cameron,171,Michael Biehn,Todd Graff,54222000,The Abyss,131217,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0096754/,tt0096754,380,English,USA,PG-13,69500000,1989,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYWMzMDNlMDQtMTYyYi00OTM3LTllZDYtYThhMTk5MzNhZTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,Oliver Stone,136,Frank Langella,Austin Pendleton,52474616,Wall Street: Money Never Sleeps,84118,John Buffalo Mailer,http://www.imdb.com/title/tt1027718/,tt1027718,245,English,USA,PG-13,70000000,2010,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,Gary Shore,92,Dominic Cooper,Sarah Gadon,55942830,Dracula Untold,138582,Zach McGowan,http://www.imdb.com/title/tt0829150/,tt0829150,423,English,USA,PG-13,70000000,2014,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_SX300.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
610,Edward Zwick,116,Denzel Washington,Bruce Willis,40932372,The Siege,58023,Mark Valley,http://www.imdb.com/title/tt0133952/,tt0133952,281,English,USA,R,70000000,1998,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BZWFiOTFkNTYtMmUyNy00OTVjLTlhMjItN2QyZGMzNzY1NTZiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Matthew Vaughn,127,Henry Cavill,David Kelly,38345403,Stardust,212085,Nathaniel Parker,http://www.imdb.com/title/tt0486655/,tt0486655,492,English,UK,PG-13,70000000,2007,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Jean-Jacques Annaud,136,Brad Pitt,Mako,37901509,Seven Years in Tibet,96385,Victor Wong,http://www.imdb.com/title/tt0120102/,tt0120102,119,English,USA,PG-13,70000000,1997,7,https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
613,Ron Howard,111,Channing Tatum,Clint Howard,48430355,The Dilemma,43709,Chelcie Ross,http://www.imdb.com/title/tt1578275/,tt1578275,141,English,USA,PG-13,70000000,2011,5.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3MDUwMTI1OV5BMl5BanBnXkFtZTcwNzY0NDIxNA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
614,Joel Schumacher,116,Anthony Hopkins,Brooke Smith,30157016,Bad Company,39659,Garcelle Beauvais,http://www.imdb.com/title/tt0280486/,tt0280486,189,English,USA,PG-13,70000000,2002,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTA5MTcwNl5BMl5BanBnXkFtZTYwMDMwNzI3._V1_SX300.jpg,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Andrzej Bartkowiak,113,Dwayne Johnson,Ben Daniels,28031250,Doom,88146,Dexter Fletcher,http://www.imdb.com/title/tt0419706/,tt0419706,814,English,UK,R,60000000,2005,5.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNTEyNjAyNV5BMl5BanBnXkFtZTcwODk0ODIzMQ@@._V1_SX300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
616,Betty Thomas,97,Gary Cole,Phill Lewis,33105600,I Spy,41663,Tate Taylor,http://www.imdb.com/title/tt0297181/,tt0297181,141,English,USA,PG-13,70000000,2002,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BN2YzMzc1MDUtYzE0OS00MWQwLWI0MTEtNWU1ZWM2NTI2NGIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Måns Mårlind,88,Theo James,Stephen Rea,62321039,Underworld: Awakening,117096,Sandrine Holt,http://www.imdb.com/title/tt1496025/,tt1496025,271,English,USA,R,70000000,2012,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
618,Adam Shankman,136,James Martin Kelly,Shane Hartline,38509342,Rock of Ages,61995,Celina Beach,http://www.imdb.com/title/tt1336608/,tt1336608,356,English,USA,PG-13,75000000,2012,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
619,Gregory Hoblit,125,Bruce Willis,Cole Hauser,19076815,Hart's War,43651,Rory Cochrane,http://www.imdb.com/title/tt0251114/,tt0251114,196,English,USA,R,60000000,2002,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDg5ODQ1OF5BMl5BanBnXkFtZTYwMjc2Nzc5._V1_SX300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
620,Gary McKendry,116,Jason Statham,Robert De Niro,25093607,Killer Elite,105556,Ben Mendelsohn,http://www.imdb.com/title/tt1448755/,tt1448755,157,English,UK,R,35000000,2011,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
621,John McTiernan,98,LL Cool J,Chris Klein,18990542,Rollerball,22264,Andrew Bryniarski,http://www.imdb.com/title/tt0246894/,tt0246894,289,English,USA,R,70000000,2002,3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTk4NDE1OV5BMl5BanBnXkFtZTcwODAyOTY2NA@@._V1_SX300.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,Wych Kaosayananda,91,Talisa Soto,Sandrine Holt,14294842,Ballistic: Ecks vs. Sever,16761,Gregg Henry,http://www.imdb.com/title/tt0308208/,tt0308208,277,English,USA,R,70000000,2002,3.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMDk0OTcyMF5BMl5BanBnXkFtZTYwNzcxMDg5._V1_SX300.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
623,Mikael Salomon,97,Morgan Freeman,Minnie Driver,19819494,Hard Rain,26893,Randy Quaid,http://www.imdb.com/title/tt0120696/,tt0120696,126,English,USA,R,70000000,1998,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BZWVlYTJjNjEtNzY2Yy00YzA0LWEwMjMtOGFjNjIwYTk1ZDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
624,Bobby Farrelly,95,Ron Howard,Brandy Norwood,13596911,Osmosis Jones,25572,David Hyde Pierce,http://www.imdb.com/title/tt0181739/,tt0181739,123,English,USA,PG,70000000,2001,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NTg2NzM0OV5BMl5BanBnXkFtZTYwNTk5Mjg5._V1_SX300.jpg,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
625,Will Finn,88,Lea Michele,Oliver Platt,8460990,Legends of Oz: Dorothy's Return,5116,Jim Belushi,http://www.imdb.com/title/tt0884726/,tt0884726,54,English,USA,PG,70000000,2013,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0Nzg3ODc1NF5BMl5BanBnXkFtZTgwNTYzNjQzMTE@._V1_SX300.jpg,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Michael Mann,133,Chris Hemsworth,Archie Kao,7097125,Blackhat,38983,Brandon Molale,http://www.imdb.com/title/tt2717822/,tt2717822,207,English,USA,R,70000000,2015,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDUyMzk5NV5BMl5BanBnXkFtZTgwOTk1NzUxMzE@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
627,Kerry Conran,106,Angelina Jolie Pitt,Laurence Olivier,37760080,Sky Captain and the World of Tomorrow,72868,Bai Ling,http://www.imdb.com/title/tt0346156/,tt0346156,618,English,USA,PG,70000000,2004,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Michael Caton-Jones,116,Charlotte Rampling,Indira Varma,5851188,Basic Instinct 2,31124,Neil Maskell,http://www.imdb.com/title/tt0430912/,tt0430912,313,English,UK,R,70000000,2006,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzM3ODY3Nl5BMl5BanBnXkFtZTcwNzMyNDcyNA@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
629,Mikael Håfström,115,Sylvester Stallone,50 Cent,25121291,Escape Plan,177653,Matt Gerald,http://www.imdb.com/title/tt1211956/,tt1211956,279,English,USA,R,50000000,2013,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX300.jpg,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
630,Renny Harlin,99,Roxanne McKee,Luke Newberry,18821279,The Legend of Hercules,44891,Gaia Weiss,http://www.imdb.com/title/tt1043726/,tt1043726,202,English,USA,PG-13,70000000,2014,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEyODQxMV5BMl5BanBnXkFtZTgwMDQxMjE3MDE@._V1_SX300.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Phil Alden Robinson,124,Morgan Freeman,Bruce McGill,118471320,The Sum of All Fears,86504,Philip Baker Hall,http://www.imdb.com/title/tt0164184/,tt0164184,568,English,USA,PG-13,68000000,2002,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
632,David Slade,124,Robert Pattinson,Kristen Stewart,300523113,The Twilight Saga: Eclipse,184637,Anna Kendrick,http://www.imdb.com/title/tt1325004/,tt1325004,498,English,USA,PG-13,68000000,2010,4.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_SX300.jpg,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633,Frank Oz,124,Robert De Niro,Marlon Brando,71069884,The Score,101899,Gary Farmer,http://www.imdb.com/title/tt0227445/,tt0227445,445,English,USA,R,68000000,2001,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BZDNjYmY1ZDEtM2I3YS00MDhmLTk5NDYtYzU5MTA4ZjIyYzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
634,Pierre Coffin,87,Steve Carell,Miranda Cosgrove,251501645,Despicable Me,385943,Jack McBrayer,http://www.imdb.com/title/tt1323594/,tt1323594,296,English,USA,PG,69000000,2010,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Joseph Ruben,105,Vincent Pastore,Robert Blake,35324232,Money Train,32224,Aida Turturro,http://www.imdb.com/title/tt0113845/,tt0113845,62,English,USA,R,68000000,1995,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwNzcyNjkzNl5BMl5BanBnXkFtZTcwNzQyMzYxMQ@@._V1_SX300.jpg,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
636,Seth MacFarlane,125,Liam Neeson,Morgan Freeman,81257500,Ted 2,117739,Seth MacFarlane,http://www.imdb.com/title/tt2637276/,tt2637276,229,English,USA,R,68000000,2015,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Alejandro Amenábar,141,Max Minghella,Ashraf Barhom,617840,Agora,52496,Rupert Evans,http://www.imdb.com/title/tt1186830/,tt1186830,172,English,Spain,R,70000000,2009,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2MjIwMjE0MjZeQTJeQWpwZ15BbWU3MDU4ODIwODI@._V1_SX300.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
638,Kinka Usher,121,Janeane Garofalo,Wes Studi,29655590,Mystery Men,53970,Eddie Izzard,http://www.imdb.com/title/tt0132347/,tt0132347,435,English,USA,PG-13,65000000,1999,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjM0NTIzN15BMl5BanBnXkFtZTcwNTg4MjEyMQ@@._V1_SX300.jpg,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Bobby Farrelly,111,Jenna Fischer,Larry Joe Campbell,45045037,Hall Pass,103230,Stephen Merchant,http://www.imdb.com/title/tt0480687/,tt0480687,143,English,USA,R,36000000,2011,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Michael Mann,157,Al Pacino,Rip Torn,28965197,The Insider,133526,Debi Mazar,http://www.imdb.com/title/tt0140352/,tt0140352,521,English,USA,R,68000000,1999,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
642,Ridley Scott,128,Leonardo DiCaprio,Simon McBurney,39380442,Body of Lies,174248,Michael Gaston,http://www.imdb.com/title/tt0758774/,tt0758774,263,English,USA,R,70000000,2008,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzOTY3MTM0OV5BMl5BanBnXkFtZTcwNjc5MTI5MQ@@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
644,Timur Bekmambetov,105,Rufus Sewell,Dominic Cooper,37516013,Abraham Lincoln: Vampire Hunter,128629,Benjamin Walker,http://www.imdb.com/title/tt1611224/,tt1611224,348,English,USA,R,69000000,2012,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
645,Jon Amiel,113,Will Patton,Kevin McNally,87704396,Entrapment,88132,Maury Chaykin,http://www.imdb.com/title/tt0137494/,tt0137494,274,English,USA,PG-13,66000000,1999,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BODgyMmE3YWQtNDE4Yy00ODExLThmNDUtYmM4ZTk2ZTVjNDEzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
647,Rob Bowman,121,Martin Landau,Mitch Pileggi,83892374,The X Files,85720,Jeffrey DeMunn,http://www.imdb.com/title/tt0120902/,tt0120902,297,English,USA,PG-13,66000000,1998,7,https://images-na.ssl-images-amazon.com/images/M/MV5BZDhkYTM1MmEtNTFhMC00NDEyLWI1MGQtMTkzMTcwMmM3ZTkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
648,Doug Lefler,102,Colin Firth,Nonso Anozie,5932060,The Last Legion,29285,Owen Teale,http://www.imdb.com/title/tt0462396/,tt0462396,174,English,UK,PG-13,35000000,2007,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2OTkwODU0OF5BMl5BanBnXkFtZTcwMjMyOTA1MQ@@._V1_SX300.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
649,Steven Spielberg,169,Tom Hanks,Vin Diesel,216119491,Saving Private Ryan,881236,Matt Damon,http://www.imdb.com/title/tt0120815/,tt0120815,2277,English,USA,R,70000000,1998,8.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
650,Scott Waugh,132,Rami Malek,Dominic Cooper,43568507,Need for Speed,136954,Ramon Rodriguez,http://www.imdb.com/title/tt2369135/,tt2369135,346,English,USA,PG-13,66000000,2014,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODY4NzYzOF5BMl5BanBnXkFtZTgwNjI3OTE4MDE@._V1_SX300.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
651,Nancy Meyers,127,Judy Greer,Lisa Edelstein,182805123,What Women Want,158864,Loretta Devine,http://www.imdb.com/title/tt0207201/,tt0207201,395,English,USA,PG-13,70000000,2000,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BZjUyZWE5YmMtNDA2ZC00NzFlLTg0MzktOTgzYjA2ZWE3NmIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Chris Wedge,103,Goran Visnjic,Stephen Root,176387405,Ice Age,328159,Denis Leary,http://www.imdb.com/title/tt0268380/,tt0268380,467,English,USA,PG,59000000,2002,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNzI1ODA0MF5BMl5BanBnXkFtZTYwODIxODY3._V1_SX300.jpg,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Lawrence Kasdan,136,Morgan Freeman,Michael O'Neill,33685268,Dreamcatcher,75573,Reece Thompson,http://www.imdb.com/title/tt0285531/,tt0285531,662,English,USA,R,68000000,2003,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjQwMTQyMV5BMl5BanBnXkFtZTcwODcxMjEzMw@@._V1_SX300.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
654,Steven Spielberg,150,Joseph Gordon-Levitt,Hal Holbrook,182204440,Lincoln,197412,Bruce McGill,http://www.imdb.com/title/tt0443272/,tt0443272,720,English,USA,PG-13,65000000,2012,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
655,Lana Wachowski,136,Keanu Reeves,Marcus Chong,171383253,The Matrix,1217752,Gloria Foster,http://www.imdb.com/title/tt0133093/,tt0133093,3646,English,USA,R,63000000,1999,8.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Ron Howard,140,Tom Hanks,Miko Hughes,172071312,Apollo 13,208817,Kathleen Quinlan,http://www.imdb.com/title/tt0112384/,tt0112384,296,English,USA,PG,62000000,1995,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
658,Michael Lembeck,104,Judge Reinhold,Aisha Tyler,139225854,The Santa Clause 2,34561,Eric Lloyd,http://www.imdb.com/title/tt0304669/,tt0304669,116,English,USA,G,60000000,2002,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU0Njk5MTA2Nl5BMl5BanBnXkFtZTYwODkzMzQ3._V1_SX300.jpg,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Tom Hooper,158,Hugh Jackman,Eddie Redmayne,148775460,Les Misérables,243834,Anne Hathaway,http://www.imdb.com/title/tt1707386/,tt1707386,845,English,USA,PG-13,61000000,2012,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NDI3NDg4M15BMl5BanBnXkFtZTcwMjY5OTI1OA@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660,Nora Ephron,119,Tom Hanks,Jean Stapleton,115731542,You've Got Mail,151812,Dave Chappelle,http://www.imdb.com/title/tt0128853/,tt0128853,556,English,USA,PG,65000000,1998,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BZTcxNzgzZjMtYzZiZC00MmE1LTg3MzQtZDAxMTYyZWE4MDNhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661,Adam McKay,106,Will Ferrell,Adam Scott,100468793,Step Brothers,212499,Andrea Savage,http://www.imdb.com/title/tt0838283/,tt0838283,277,English,USA,R,65000000,2008,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZjZiNzU0YWQtYTA4OS00OTYwLTk4ZmYtNGNmZjU3YTFjMjM5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Martin Campbell,136,Anthony Hopkins,Tony Amendola,93771072,The Mask of Zorro,135404,Stuart Wilson,http://www.imdb.com/title/tt0120746/,tt0120746,318,English,USA,PG-13,65000000,1998,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI3NzI2MjY2MF5BMl5BanBnXkFtZTYwMDM5ODU5._V1_SX300.jpg,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Todd Phillips,95,Robert Downey Jr.,RZA,100448498,Due Date,272789,Matt Walsh,http://www.imdb.com/title/tt1231583/,tt1231583,285,English,USA,R,65000000,2010,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
664,Angelina Jolie Pitt,137,Finn Wittrock,Jack O'Connell,115603980,Unbroken,103589,Alex Russell,http://www.imdb.com/title/tt1809398/,tt1809398,351,English,USA,PG-13,65000000,2014,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3ODg2OTgyOF5BMl5BanBnXkFtZTgwODk1OTAwMzE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
665,Clint Eastwood,130,Clint Eastwood,Courtney B. Vance,90454043,Space Cowboys,60165,William Devane,http://www.imdb.com/title/tt0186566/,tt0186566,326,English,USA,PG-13,65000000,2000,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_SX300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Renny Harlin,124,Sylvester Stallone,Leon,84049211,Cliffhanger,96096,Janine Turner,http://www.imdb.com/title/tt0106582/,tt0106582,172,English,USA,R,70000000,1993,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU5YmFjMjctYThkOS00MTQyLThjZmMtOWIyYzk2ZjU0ODkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
